School Giga ID,School Name,Longitude,Latitude,Education Level,Country ISO3 Code,Country Name,School Data Source
c7dd0a3f-121b-339a-9738-e619bec8d657,NAIROBI PREMIER ACADEMY,36.868247985839844,-1.215479969978333,Primary,KEN,Kenya,
de52cec3-cd43-3fb5-8577-262e9e83d1e2,NAIROBI ROAD,36.14324188232422,-0.33950001001358,Primary,KEN,Kenya,
961cad16-bdb5-3665-881e-ae54f1c69b5d,NAKURU EAST,36.150001525878906,-0.28999999165535,Primary,KEN,Kenya,
f1efaa9c-b5f9-3aa0-b56f-c26a7df23d64,NAKURU G K PRISON,36.05524826049805,-0.265309989452362,Primary,KEN,Kenya,
0a62d536-ac09-363b-b423-db34835890ec,NAROK HIGH SCHOOL,35.865299224853516,-1.072100043296814,Secondary,KEN,Kenya,
e4bd88fc-f6aa-31fb-8350-0a265b398b19,NYERI BAPTIST HIGH SCHOOL,36.97542953491211,-0.414030998945236,Secondary,KEN,Kenya,
f0d4308e-3bec-35de-8613-dfbc78109896,NYERI FARM VIEW ACADEMY,36.982200622558594,0.449200004339218,Primary,KEN,Kenya,
f60be6df-ad40-31e2-814e-5ea22fb3ff06,NYERI GOOD SHEPHERD ACADEMY,36.95909881591797,-0.41211000084877,Primary,KEN,Kenya,
858497e1-1fa1-392d-b8ec-2d129a0627d3,NYERI PRISON,36.947601318359375,0.420100003480911,Primary,KEN,Kenya,
693cf82c-7734-38dc-80f2-896d60066a56,NYERI PRISONS PRIVATE CENTRE,36.99700164794922,0.578999996185303,Secondary,KEN,Kenya,
9232881d-a4b3-3ee1-bc90-4b1fe4bd0f4c,PREMESE MAKUENI ACADEMY,37.630001068115234,-1.777600049972534,Primary,KEN,Kenya,
1f3bb855-88aa-3be3-a8ff-90eed6cb4868,SACRED HEART HIGH SCHOOL  MOMBASA,39.661285400390625,-4.064205169677734,Secondary,KEN,Kenya,
ddefb77e-729f-3080-9bb9-7be6ae53543d,SAMBURU CENTRAL  PRIVATE,36.706668853759766,1.085559964179993,Primary,KEN,Kenya,
a1639876-cda6-3aa0-8841-35296431ddbd,SAMBURU SECONDARY SCHOOL,39.24869918823242,-3.78410005569458,Secondary,KEN,Kenya,
76d1afe6-00c6-3d14-b9bf-a250f882bec7,ST. MARY'S GIRLS SECONDARY SCHOOL-NAROK,35.86479949951172,-1.098700046539307,Secondary,KEN,Kenya,
3d8c7a2d-cac0-3ad1-8931-13010a250656,ST PAUL'S MAKUENI ACADEMY,37.60749053955078,-1.766705632209778,Primary,KEN,Kenya,
b8dd481d-be55-3f70-a3ce-7e375cd3c689,ST. PETER'S SENIOR SECONDARY SCHOOL  MOMBASA,39.68899917602539,-4.027999877929688,Secondary,KEN,Kenya,
d18735ff-1186-30ca-9ef7-fb5ccc9fdbf4,ST.  XAVIER HIGH SCHOOL- BUNGOMA,34.558998107910156,0.515799999237061,Secondary,KEN,Kenya,
